input position,input joint,output joint
"(1.39, -1.08)","(-1.17, -0.16)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.16, -0.2)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.15, -0.14)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.14, -0.21)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.16, -0.14)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.18, -0.18)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.17, -0.13)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.19, -0.19)","(-1.16, -0.17)"
"(1.39, -0.75)","(-1.19, 0.2)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.16, 0.13)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.15, 0.17)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.14, 0.21)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.15, 0.19)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.17, 0.19)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.12, 0.21)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.17, 0.13)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.13, 0.19)","(-1.16, 0.17)"
"(1.39, -0.75)","(-1.19, 0.13)","(-1.16, 0.17)"
"(1.28, -0.44)","(-1.14, 0.45)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.13, 0.45)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.13, 0.47)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.15, 0.54)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.21, 0.51)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.12, 0.48)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.21, 0.54)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.13, 0.51)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.15, 0.46)","(-1.16, 0.5)"
"(1.28, -0.44)","(-1.12, 0.53)","(-1.16, 0.5)"
"(1.08, -0.18)","(-1.18, 0.78)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.16, 0.87)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.12, 0.8)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.12, 0.81)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.19, 0.84)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.2, 0.84)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.19, 0.78)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.15, 0.8)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.17, 0.83)","(-1.16, 0.83)"
"(1.08, -0.18)","(-1.15, 0.82)","(-1.16, 0.83)"
"(0.8, -0.0)","(-1.17, 1.2)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.21, 1.17)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.11, 1.19)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.12, 1.19)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.18, 1.19)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.12, 1.2)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.12, 1.14)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.19, 1.12)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.13, 1.16)","(-1.16, 1.16)"
"(0.8, -0.0)","(-1.15, 1.11)","(-1.16, 1.16)"
"(0.48, 0.08)","(-1.13, 1.44)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.14, 1.45)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.2, 1.53)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.15, 1.47)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.15, 1.48)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.2, 1.49)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.16, 1.45)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.17, 1.48)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.19, 1.5)","(-1.16, 1.49)"
"(0.48, 0.08)","(-1.15, 1.45)","(-1.16, 1.49)"
"(0.16, 0.05)","(-1.16, 1.84)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.12, 1.85)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.17, 1.86)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.15, 1.87)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.13, 1.81)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.18, 1.85)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.16, 1.83)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.17, 1.87)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.12, 1.84)","(-1.16, 1.82)"
"(0.16, 0.05)","(-1.15, 1.78)","(-1.16, 1.82)"
"(-0.15, -0.08)","(-1.2, 2.18)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.18, 2.19)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.13, 2.14)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.15, 2.19)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.19, 2.16)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.19, 2.12)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.19, 2.18)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.14, 2.2)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.12, 2.12)","(-1.16, 2.15)"
"(-0.15, -0.08)","(-1.13, 2.2)","(-1.16, 2.15)"
"(-0.39, -0.3)","(-1.2, 2.51)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.11, 2.49)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.11, 2.5)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.21, 2.46)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.15, 2.44)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.13, 2.46)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.14, 2.48)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.2, 2.49)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.19, 2.45)","(-1.16, 2.48)"
"(-0.39, -0.3)","(-1.2, 2.43)","(-1.16, 2.48)"
"(-0.54, -0.59)","(-1.16, 2.78)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.11, 2.82)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.18, 2.79)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.17, 2.78)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.21, 2.8)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.18, 2.84)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.16, 2.83)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.16, 2.82)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.16, 2.82)","(-1.16, 2.81)"
"(-0.54, -0.59)","(-1.16, 2.82)","(-1.16, 2.81)"
"(-0.6, -0.92)","(-1.16, 3.11)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.21, 3.12)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.11, 3.16)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.14, 3.13)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.13, 3.16)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.17, 3.16)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.16, 3.1)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.14, 3.18)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.19, 3.09)","(-1.16, 3.14)"
"(-0.6, -0.92)","(-1.14, 3.16)","(-1.16, 3.14)"
"(-0.32, -0.74)","(-0.87, -3.11)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.79, -3.19)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.86, -3.1)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.82, -3.19)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.81, -3.15)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.86, -3.15)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.85, -3.17)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.88, -3.16)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.81, -3.13)","(-0.83, -3.14)"
"(-0.32, -0.74)","(-0.84, -3.11)","(-0.83, -3.14)"
"(-0.27, -1.06)","(-0.82, -2.84)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.87, -2.8)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.83, -2.78)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.78, -2.76)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.87, -2.81)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.87, -2.85)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.79, -2.84)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.86, -2.81)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.82, -2.81)","(-0.83, -2.81)"
"(-0.27, -1.06)","(-0.84, -2.79)","(-0.83, -2.81)"
"(-0.11, -1.35)","(-0.8, -2.47)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.86, -2.48)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.85, -2.49)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.84, -2.49)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.86, -2.45)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.78, -2.45)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.79, -2.47)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.81, -2.52)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.86, -2.5)","(-0.83, -2.48)"
"(-0.11, -1.35)","(-0.79, -2.5)","(-0.83, -2.48)"
"(0.13, -1.57)","(-0.85, -2.11)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.79, -2.19)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.87, -2.13)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.82, -2.18)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.87, -2.14)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.86, -2.15)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.84, -2.19)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.83, -2.17)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.82, -2.11)","(-0.83, -2.15)"
"(0.13, -1.57)","(-0.8, -2.13)","(-0.83, -2.15)"
"(0.43, -1.71)","(-0.81, -1.82)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.78, -1.83)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.78, -1.79)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.84, -1.86)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.79, -1.79)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.84, -1.83)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.8, -1.83)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.84, -1.81)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.85, -1.87)","(-0.83, -1.82)"
"(0.43, -1.71)","(-0.87, -1.86)","(-0.83, -1.82)"
"(0.76, -1.73)","(-0.83, -1.51)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.8, -1.52)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.8, -1.5)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.86, -1.51)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.79, -1.44)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.79, -1.47)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.81, -1.48)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.81, -1.46)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.85, -1.46)","(-0.83, -1.49)"
"(0.76, -1.73)","(-0.78, -1.54)","(-0.83, -1.49)"
"(1.08, -1.65)","(-0.82, -1.18)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.82, -1.13)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.85, -1.11)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.85, -1.19)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.86, -1.13)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.87, -1.14)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.78, -1.19)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.87, -1.2)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.86, -1.19)","(-0.83, -1.16)"
"(1.08, -1.65)","(-0.82, -1.12)","(-0.83, -1.16)"
"(1.35, -1.47)","(-0.81, -0.86)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.85, -0.86)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.83, -0.86)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.87, -0.82)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.81, -0.85)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.85, -0.82)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.88, -0.78)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.82, -0.81)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.86, -0.84)","(-0.83, -0.83)"
"(1.35, -1.47)","(-0.8, -0.79)","(-0.83, -0.83)"
"(1.56, -1.21)","(-0.86, -0.51)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.8, -0.45)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.88, -0.51)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.8, -0.51)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.78, -0.47)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.82, -0.48)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.78, -0.47)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.82, -0.5)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.82, -0.46)","(-0.83, -0.5)"
"(1.56, -1.21)","(-0.87, -0.49)","(-0.83, -0.5)"
"(1.66, -0.9)","(-0.85, -0.12)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.8, -0.2)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.83, -0.14)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.78, -0.19)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.78, -0.21)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.83, -0.18)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.78, -0.21)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.84, -0.21)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.78, -0.21)","(-0.83, -0.17)"
"(1.66, -0.9)","(-0.87, -0.15)","(-0.83, -0.17)"
"(1.66, -0.57)","(-0.86, 0.2)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.87, 0.14)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.82, 0.18)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.85, 0.12)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.82, 0.2)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.81, 0.18)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.79, 0.14)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.82, 0.13)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.85, 0.14)","(-0.83, 0.17)"
"(1.66, -0.57)","(-0.87, 0.2)","(-0.83, 0.17)"
"(1.56, -0.26)","(-0.83, 0.51)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.86, 0.54)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.85, 0.45)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.78, 0.51)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.87, 0.53)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.78, 0.54)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.8, 0.48)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.8, 0.53)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.79, 0.45)","(-0.83, 0.5)"
"(1.56, -0.26)","(-0.82, 0.5)","(-0.83, 0.5)"
"(1.35, -0.0)","(-0.86, 0.81)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.84, 0.84)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.84, 0.82)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.82, 0.87)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.81, 0.86)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.83, 0.82)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.87, 0.82)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.84, 0.81)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.82, 0.81)","(-0.83, 0.83)"
"(1.35, -0.0)","(-0.8, 0.78)","(-0.83, 0.83)"
"(1.08, 0.18)","(-0.87, 1.12)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.81, 1.14)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.83, 1.19)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.86, 1.21)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.79, 1.21)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.88, 1.13)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.78, 1.19)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.8, 1.12)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.87, 1.16)","(-0.83, 1.16)"
"(1.08, 0.18)","(-0.81, 1.2)","(-0.83, 1.16)"
"(0.76, 0.26)","(-0.78, 1.5)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.82, 1.47)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.79, 1.52)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.8, 1.52)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.81, 1.54)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.82, 1.47)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.8, 1.53)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.85, 1.51)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.82, 1.5)","(-0.83, 1.49)"
"(0.76, 0.26)","(-0.81, 1.53)","(-0.83, 1.49)"
"(0.43, 0.23)","(-0.86, 1.82)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.88, 1.8)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.88, 1.78)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.87, 1.86)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.82, 1.83)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.83, 1.82)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.83, 1.85)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.79, 1.84)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.87, 1.77)","(-0.83, 1.82)"
"(0.43, 0.23)","(-0.86, 1.78)","(-0.83, 1.82)"
"(0.13, 0.1)","(-0.86, 2.17)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.79, 2.12)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.8, 2.15)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.85, 2.12)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.81, 2.12)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.85, 2.18)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.79, 2.17)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.84, 2.15)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.83, 2.17)","(-0.83, 2.15)"
"(0.13, 0.1)","(-0.87, 2.17)","(-0.83, 2.15)"
"(-0.11, -0.12)","(-0.84, 2.46)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.78, 2.44)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.83, 2.51)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.82, 2.48)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.81, 2.5)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.87, 2.48)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.79, 2.49)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.8, 2.44)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.78, 2.48)","(-0.83, 2.48)"
"(-0.11, -0.12)","(-0.87, 2.44)","(-0.83, 2.48)"
"(-0.27, -0.41)","(-0.78, 2.81)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.83, 2.84)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.82, 2.8)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.83, 2.82)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.81, 2.8)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.79, 2.82)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.8, 2.79)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.87, 2.78)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.79, 2.84)","(-0.83, 2.81)"
"(-0.27, -0.41)","(-0.82, 2.79)","(-0.83, 2.81)"
"(-0.32, -0.74)","(-0.83, 3.1)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.81, 3.13)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.83, 3.16)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.79, 3.16)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.82, 3.14)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.86, 3.16)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.87, 3.18)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.79, 3.16)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.79, 3.13)","(-0.83, 3.14)"
"(-0.32, -0.74)","(-0.88, 3.13)","(-0.83, 3.14)"
"(-0.12, -0.48)","(-0.47, -3.16)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.49, -3.1)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.48, -3.15)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.49, -3.1)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.54, -3.16)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.47, -3.19)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.47, -3.18)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.54, -3.18)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.45, -3.12)","(-0.5, -3.14)"
"(-0.12, -0.48)","(-0.53, -3.12)","(-0.5, -3.14)"
"(-0.07, -0.8)","(-0.45, -2.78)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.47, -2.82)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.53, -2.86)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.53, -2.84)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.53, -2.77)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.45, -2.84)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.49, -2.77)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.53, -2.79)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.47, -2.77)","(-0.5, -2.81)"
"(-0.07, -0.8)","(-0.45, -2.77)","(-0.5, -2.81)"
"(0.09, -1.09)","(-0.46, -2.48)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.45, -2.48)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.49, -2.52)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.5, -2.47)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.48, -2.49)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.51, -2.52)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.54, -2.46)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.51, -2.51)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.5, -2.46)","(-0.5, -2.48)"
"(0.09, -1.09)","(-0.53, -2.49)","(-0.5, -2.48)"
"(0.33, -1.31)","(-0.5, -2.16)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.52, -2.11)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.49, -2.11)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.45, -2.15)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.46, -2.16)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.53, -2.2)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.5, -2.18)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.51, -2.14)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.45, -2.15)","(-0.5, -2.15)"
"(0.33, -1.31)","(-0.53, -2.15)","(-0.5, -2.15)"
"(0.63, -1.45)","(-0.52, -1.84)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.52, -1.78)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.48, -1.8)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.5, -1.84)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.45, -1.8)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.48, -1.83)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.48, -1.8)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.47, -1.77)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.49, -1.78)","(-0.5, -1.82)"
"(0.63, -1.45)","(-0.49, -1.85)","(-0.5, -1.82)"
"(0.96, -1.47)","(-0.5, -1.51)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.54, -1.46)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.52, -1.44)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.54, -1.53)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.51, -1.46)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.51, -1.44)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.52, -1.47)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.47, -1.46)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.54, -1.52)","(-0.5, -1.49)"
"(0.96, -1.47)","(-0.5, -1.53)","(-0.5, -1.49)"
"(1.28, -1.39)","(-0.49, -1.18)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.53, -1.14)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.51, -1.15)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.48, -1.17)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.48, -1.13)","(-0.5, -1.16)"
"(1.28, -1.39)","(-0.48, -1.13)","(-0.5, -1.16)"
